case_id,origin,case_dir,status,problems,missing_files,shape_consistent,spacing_consistent,affine_consistent,reference_shape,reference_spacing,reference_affine_hash,label_shape,label_spacing,label_values,invalid_label_values,label_0_voxels,label_1_voxels,label_2_voxels,label_3_voxels,label_4_voxels,et_voxels,tc_voxels,wt_voxels,has_et,voxel_volume_mm3,et_volume_mm3,tc_volume_mm3,wt_volume_mm3,t1n_path,t1n_shape,t1n_spacing,t1n_nonzero_voxels,t1n_mean,t1n_std,t1n_min,t1n_p01,t1n_median,t1n_p99,t1n_max,t1c_path,t1c_shape,t1c_spacing,t1c_nonzero_voxels,t1c_mean,t1c_std,t1c_min,t1c_p01,t1c_median,t1c_p99,t1c_max,t2w_path,t2w_shape,t2w_spacing,t2w_nonzero_voxels,t2w_mean,t2w_std,t2w_min,t2w_p01,t2w_median,t2w_p99,t2w_max,t2f_path,t2f_shape,t2f_spacing,t2f_nonzero_voxels,t2f_mean,t2f_std,t2f_min,t2f_p01,t2f_median,t2f_p99,t2f_max
BraTS-GLI-02206-103,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02206-103,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7157667,0,44299,4,19062,4,19066,63365,True,1.0,4.0,19066.0,63365.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02206-103/BraTS-GLI-02206-103-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1555575,341.12091064453125,88.14424133300781,10.239014625549316,119.76109313964844,355.06842041015625,485.99267578125,951.836181640625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02206-103/BraTS-GLI-02206-103-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1555575,375.5060729980469,98.62374114990234,17.020483016967773,129.5894012451172,382.94451904296875,655.51513671875,1926.6378173828125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02206-103/BraTS-GLI-02206-103-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1555532,485.36383056640625,228.03297424316406,0.00859154388308525,216.87734985351562,418.0401611328125,1324.96142578125,1783.8707275390625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02206-103/BraTS-GLI-02206-103-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1555553,216.57723999023438,63.33537292480469,0.005054017994552851,29.138757705688477,218.72950744628906,394.09442138671875,713.7492065429688
BraTS-GLI-02206-104,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02206-104,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7177885,0,21206,0,21941,0,21941,43147,False,1.0,0.0,21941.0,43147.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02206-104/BraTS-GLI-02206-104-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1543751,432.73370361328125,112.7364501953125,5.722800254821777,152.2559814453125,448.52880859375,620.818359375,1113.3946533203125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02206-104/BraTS-GLI-02206-104-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1543751,478.2862854003906,123.61666870117188,8.228206634521484,164.23556518554688,488.1977233886719,803.5172119140625,2149.30908203125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02206-104/BraTS-GLI-02206-104-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1543585,599.7598266601562,293.254638671875,0.03347211331129074,266.7956848144531,506.9989318847656,1691.527587890625,2108.76708984375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02206-104/BraTS-GLI-02206-104-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1543615,137.837158203125,47.582275390625,2.5711775379022583e-05,5.290644645690918,145.4617462158203,223.6557159423828,324.08538818359375
BraTS-GLI-02207-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02207-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7026055,0,133932,0,61045,0,61045,194977,False,1.0,0.0,61045.0,194977.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02207-100/BraTS-GLI-02207-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1619948,374.3841247558594,107.80988311767578,11.582856178283691,101.65769958496094,389.8994445800781,542.8786010742188,1542.275390625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02207-100/BraTS-GLI-02207-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1619948,412.2392883300781,124.69380187988281,15.376737594604492,116.15374755859375,424.99920654296875,755.2057495117188,1900.3377685546875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02207-100/BraTS-GLI-02207-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1619941,528.3148193359375,252.40843200683594,0.076029933989048,203.38922119140625,456.2919616699219,1465.658935546875,1777.90087890625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02207-100/BraTS-GLI-02207-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1619948,239.97811889648438,79.74773406982422,0.06661013513803482,11.645487785339355,246.04510498046875,436.8588562011719,828.8426513671875
BraTS-GLI-02207-101,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02207-101,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7097803,0,59410,1,63818,1,63819,123229,True,1.0,1.0,63819.0,123229.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02207-101/BraTS-GLI-02207-101-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1633890,426.31182861328125,121.22624969482422,5.089661598205566,122.87425231933594,444.8145751953125,616.3540649414062,1581.7412109375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02207-101/BraTS-GLI-02207-101-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1633890,468.092041015625,137.2637176513672,6.507376670837402,134.96826171875,483.1590576171875,819.9398193359375,2214.7001953125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02207-101/BraTS-GLI-02207-101-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1633874,631.9140014648438,284.94732666015625,0.026924340054392815,259.8816223144531,550.6063232421875,1689.9993896484375,2120.4423828125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02207-101/BraTS-GLI-02207-101-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1633612,147.5792236328125,53.63759994506836,1.8870694475481287e-05,4.33161735534668,158.45773315429688,229.76951599121094,311.1250915527344
BraTS-GLI-02208-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,1,2]",[],7216638,2368,2026,0,0,0,2368,4394,False,1.0,0.0,2368.0,4394.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-100/BraTS-GLI-02208-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1518888,1186.58740234375,354.2611999511719,5.169982433319092,299.2832946777344,1164.656494140625,1971.31884765625,2507.369873046875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-100/BraTS-GLI-02208-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1518888,1369.1168212890625,412.83551025390625,37.6182861328125,462.8974304199219,1328.251708984375,2954.93701171875,8016.130859375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-100/BraTS-GLI-02208-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1518888,327.45062255859375,97.4850082397461,11.061271667480469,169.56549072265625,313.20697021484375,674.4747924804688,1235.211181640625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-100/BraTS-GLI-02208-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1518888,200.47164916992188,42.21159744262695,7.360401630401611,59.4463996887207,202.2197723388672,285.36883544921875,397.4825744628906
BraTS-GLI-02208-101,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-101,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,1,2]",[],7216914,1972,2146,0,0,0,1972,4118,False,1.0,0.0,1972.0,4118.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-101/BraTS-GLI-02208-101-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1536687,1929.0191650390625,545.776123046875,21.520570755004883,499.8180236816406,1929.4129638671875,2882.795654296875,3553.94189453125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-101/BraTS-GLI-02208-101-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1536687,2252.275390625,733.9678955078125,14.654037475585938,676.2296752929688,2178.877197265625,5586.80859375,10907.5859375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-101/BraTS-GLI-02208-101-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1536687,723.4857177734375,247.61764526367188,13.234668731689453,353.3551330566406,678.0589599609375,1757.6563720703125,2772.48095703125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-101/BraTS-GLI-02208-101-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1536687,1043.1173095703125,194.64207458496094,64.04853820800781,404.1078796386719,1065.18359375,1401.6453857421875,1851.9244384765625
BraTS-GLI-02208-102,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-102,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,1,2]",[],7218336,1890,806,0,0,0,1890,2696,False,1.0,0.0,1890.0,2696.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-102/BraTS-GLI-02208-102-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1513406,463.5384826660156,114.74494934082031,11.881844520568848,134.55459594726562,470.6016540527344,644.9820556640625,2191.40625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-102/BraTS-GLI-02208-102-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1513406,518.9019775390625,134.86361694335938,10.11472225189209,155.36346435546875,519.4205322265625,991.9102783203125,2707.220703125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-102/BraTS-GLI-02208-102-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1513404,566.4068603515625,207.95425415039062,0.005239709746092558,236.63832092285156,528.0673828125,1346.19970703125,2200.73291015625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02208-102/BraTS-GLI-02208-102-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1513336,147.2276611328125,43.497623443603516,2.7770211090683006e-05,12.338780403137207,152.61585998535156,218.5452117919922,350.0619201660156
BraTS-GLI-02209-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7184746,0,24785,1424,10077,1424,11501,36286,True,1.0,1424.0,11501.0,36286.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-100/BraTS-GLI-02209-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1361914,1202.1011962890625,402.9383239746094,16.545690536499023,338.14862060546875,1186.078125,2162.4921875,2893.29296875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-100/BraTS-GLI-02209-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1361914,1366.67041015625,433.7097473144531,36.146854400634766,379.9650573730469,1340.193359375,2876.881103515625,7311.19677734375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-100/BraTS-GLI-02209-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1361913,365.95367431640625,147.3202667236328,30.468582153320312,173.3480682373047,325.3719787597656,884.3632202148438,1299.3720703125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-100/BraTS-GLI-02209-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1361847,201.37660217285156,49.67869567871094,11.39338493347168,43.470584869384766,205.4481201171875,317.3050537109375,602.2567138671875
BraTS-GLI-02209-101,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-101,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7155528,0,49469,0,16035,0,16035,65504,False,1.0,0.0,16035.0,65504.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-101/BraTS-GLI-02209-101-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1366526,317.5927429199219,89.74165344238281,6.509893894195557,94.27592468261719,328.7276611328125,451.0135498046875,661.80615234375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-101/BraTS-GLI-02209-101-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1366526,353.54595947265625,95.82600402832031,10.138883590698242,99.45022583007812,360.53973388671875,617.2089233398438,1314.8739013671875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-101/BraTS-GLI-02209-101-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1366526,415.91766357421875,188.45516967773438,0.05635179951786995,194.75833129882812,362.3245544433594,1074.7532958984375,1502.1771240234375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-101/BraTS-GLI-02209-101-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1366525,244.7880096435547,74.63294982910156,0.003703198628500104,35.03632736206055,245.35499572753906,437.275634765625,949.3663940429688
BraTS-GLI-02209-102,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-102,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7100250,0,105363,243,15176,243,15419,120782,True,1.0,243.0,15419.0,120782.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-102/BraTS-GLI-02209-102-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1418475,1461.637451171875,419.7684326171875,26.292591094970703,405.8613586425781,1497.546142578125,2244.994140625,2807.284912109375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-102/BraTS-GLI-02209-102-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1418475,1802.862060546875,540.406005859375,28.46575164794922,495.74176025390625,1793.7037353515625,3989.77001953125,8536.337890625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-102/BraTS-GLI-02209-102-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1418475,780.3948974609375,306.2015380859375,31.16099739074707,377.37445068359375,701.3463745117188,2012.708984375,2539.6591796875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-102/BraTS-GLI-02209-102-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1418475,797.2703247070312,182.68968200683594,66.69976806640625,181.5726776123047,824.2942504882812,1154.2056884765625,1952.054443359375
BraTS-GLI-02209-103,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-103,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7122294,0,83451,273,15014,273,15287,98738,True,1.0,273.0,15287.0,98738.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-103/BraTS-GLI-02209-103-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1347963,1212.7154541015625,422.16497802734375,71.52404022216797,237.1774444580078,1208.489990234375,1972.81640625,2904.79736328125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-103/BraTS-GLI-02209-103-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1347963,1484.4891357421875,482.0152282714844,79.10635375976562,312.2862854003906,1471.9368896484375,3016.98193359375,6683.998046875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-103/BraTS-GLI-02209-103-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1347904,1161.2171630859375,516.621337890625,0.0026604768354445696,513.2767333984375,1024.6180419921875,3262.94921875,4120.634765625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-103/BraTS-GLI-02209-103-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1347955,640.0135498046875,163.22390747070312,27.067882537841797,137.21728515625,645.984619140625,1105.550537109375,1372.5135498046875
BraTS-GLI-02209-104,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-104,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7130672,0,74723,218,15419,218,15637,90360,True,1.0,218.0,15637.0,90360.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-104/BraTS-GLI-02209-104-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1369460,2539.274169921875,757.0038452148438,80.40837860107422,651.23291015625,2598.748046875,3722.69775390625,5018.6474609375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-104/BraTS-GLI-02209-104-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1369460,2914.031005859375,916.7515869140625,151.72134399414062,708.9252319335938,2915.8017578125,6171.9052734375,14552.484375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-104/BraTS-GLI-02209-104-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1369460,1941.7716064453125,857.2387084960938,17.134765625,907.2410888671875,1701.06982421875,5459.50341796875,6678.6826171875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02209-104/BraTS-GLI-02209-104-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1369460,2011.8592529296875,625.4503173828125,22.20529556274414,178.85150146484375,2096.3115234375,3199.399658203125,4229.8037109375
BraTS-GLI-02211-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02211-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7186244,0,9420,46,25322,46,25368,34788,True,1.0,46.0,25368.0,34788.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02211-100/BraTS-GLI-02211-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1405396,240.57818603515625,67.90313720703125,0.9276813864707947,64.38919067382812,249.84017944335938,343.29461669921875,798.8233642578125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02211-100/BraTS-GLI-02211-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1405396,270.1861877441406,78.29671478271484,0.09676989912986755,64.07732391357422,274.0057373046875,537.5196533203125,1082.34228515625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02211-100/BraTS-GLI-02211-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1405333,454.0186767578125,220.3519287109375,0.006788630038499832,196.3310089111328,389.506103515625,1292.458740234375,1609.73681640625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02211-100/BraTS-GLI-02211-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1405315,242.44078063964844,58.74259567260742,3.2235755920410156,45.9659423828125,251.13516235351562,356.6641845703125,849.5335693359375
BraTS-GLI-02215-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7207602,0,13136,0,294,0,294,13430,False,1.0,0.0,294.0,13430.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-100/BraTS-GLI-02215-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1407958,353.4738464355469,94.74857330322266,9.910490036010742,101.96771240234375,371.3074951171875,492.54217529296875,840.422607421875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-100/BraTS-GLI-02215-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1407958,387.9644775390625,105.23507690429688,12.480566024780273,108.8777847290039,401.9913330078125,651.2288818359375,1874.218505859375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-100/BraTS-GLI-02215-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1407936,231.6953887939453,115.51258087158203,1.719720967230387e-05,103.59139251708984,195.74180603027344,709.6572265625,895.8297729492188,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-100/BraTS-GLI-02215-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1407954,299.8944091796875,93.68252563476562,0.001081162365153432,33.06575012207031,319.3459777832031,468.6651916503906,1117.3521728515625
BraTS-GLI-02215-101,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-101,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7199918,0,16055,3,5056,3,5059,21114,True,1.0,3.0,5059.0,21114.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-101/BraTS-GLI-02215-101-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1428693,1836.5416259765625,595.6903076171875,18.255374908447266,468.7072448730469,1935.3797607421875,2719.03466796875,3347.6591796875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-101/BraTS-GLI-02215-101-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1428693,2012.540283203125,667.12109375,55.96351623535156,487.62310791015625,2048.333740234375,4364.5595703125,9888.4658203125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-101/BraTS-GLI-02215-101-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1428693,885.5458984375,419.3956298828125,10.457479476928711,437.4286193847656,736.1281127929688,2343.495361328125,2853.111328125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-101/BraTS-GLI-02215-101-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1428693,1059.16650390625,260.0940856933594,68.6099853515625,255.21224975585938,1106.6451416015625,1504.82763671875,2007.1392822265625
BraTS-GLI-02215-102,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-102,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7172529,0,46430,1191,882,1191,2073,48503,True,1.0,1191.0,2073.0,48503.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-102/BraTS-GLI-02215-102-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1380204,228.38279724121094,64.79425048828125,0.14126251637935638,59.652034759521484,242.46856689453125,322.8441467285156,596.9898681640625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-102/BraTS-GLI-02215-102-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1380204,261.3797912597656,73.19831848144531,0.06118398159742355,65.228515625,269.4830627441406,483.0368957519531,1145.072509765625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-102/BraTS-GLI-02215-102-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1380187,459.3819580078125,236.55624389648438,0.00046518375165760517,226.38449096679688,374.51934814453125,1296.2911376953125,1648.5848388671875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-102/BraTS-GLI-02215-102-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1380204,219.76284790039062,62.0993537902832,1.6745469570159912,51.11043167114258,222.62451171875,425.75250244140625,939.74853515625
BraTS-GLI-02215-103,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-103,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7191779,0,27413,4,1836,4,1840,29253,True,1.0,4.0,1840.0,29253.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-103/BraTS-GLI-02215-103-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1364009,1377.042724609375,435.00927734375,12.852432250976562,414.9370422363281,1496.313720703125,1955.7457275390625,3067.244140625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-103/BraTS-GLI-02215-103-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1364009,1629.5428466796875,504.0259704589844,13.411723136901855,434.1728210449219,1729.2662353515625,2750.320556640625,7771.646484375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-103/BraTS-GLI-02215-103-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1363701,1466.4840087890625,673.5332641601562,5.382720947265625,716.162109375,1226.3682861328125,3558.229248046875,4548.298828125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02215-103/BraTS-GLI-02215-103-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1364009,1211.3836669921875,475.9197692871094,0.17955942451953888,50.2247314453125,1300.1888427734375,2020.6959228515625,3071.109619140625
